都市名,鄉鎮區名,郵遞區號,是否為都會區,,,,,,,,,,,,,,,,,,,,,,
宜蘭縣,南   澳,272,N,,,,,,,,,,,,,,,,,,,,,,
宜蘭縣,釣魚臺列嶼,290,N,,,,,,,,,,,,,,,,,,,,,,
新竹市,新竹市,300,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,竹   北,302,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,湖   口,303,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,新   豐,304,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,新   埔,305,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,關   西,306,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,芎   林,307,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,寶   山,308,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,竹   東,310,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,五   峰,311,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,橫   山,312,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,尖   石,313,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,北   埔,314,N,,,,,,,,,,,,,,,,,,,,,,
新竹縣,峨   眉,315,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,中壢區,320,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,平鎮區,324,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,龍潭區,325,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,楊梅區,326,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,新屋區,327,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,觀音區,328,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,桃園區,330,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,龜山區,333,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,八德區,334,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,大溪區,335,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,復興區,336,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,大園區,337,N,,,,,,,,,,,,,,,,,,,,,,
桃園市,蘆竹區,338,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,竹   南,350,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,頭   份,351,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,三   灣,352,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,南   庄,353,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,獅   潭,354,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,後   龍,356,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,通   霄,357,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,苑   裡,358,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,苗   栗,360,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,造   橋,361,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,頭   屋,362,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,公   館,363,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,大   湖,364,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,泰   安,365,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,銅   鑼,366,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,三   義,367,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,西   湖,368,N,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,卓   蘭,369,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,中   區,400,Y,,,,,,,,,,,,,,,,,,,,,,
臺中市,東   區,401,Y,,,,,,,,,,,,,,,,,,,,,,
臺中市,南   區,402,Y,,,,,,,,,,,,,,,,,,,,,,
臺中市,西   區,403,Y,,,,,,,,,,,,,,,,,,,,,,
臺中市,北   區,404,Y,,,,,,,,,,,,,,,,,,,,,,
臺中市,北屯區,406,Y,,,,,,,,,,,,,,,,,,,,,,
臺中市,西屯區,407,Y,,,,,,,,,,,,,,,,,,,,,,
臺中市,南屯區,408,Y,,,,,,,,,,,,,,,,,,,,,,
臺中市,太平區,411,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,大里區,412,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,霧峰區,413,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,烏日區,414,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,豐原區,420,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,后里區,421,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,石岡區,422,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,東勢區,423,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,和平區,424,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,新社區,426,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,潭子區,427,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,大雅區,428,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,神岡區,429,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,大肚區,432,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,沙鹿區,433,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,龍井區,434,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,梧棲區,435,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,清水區,436,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,大甲區,437,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,外埔區,438,N,,,,,,,,,,,,,,,,,,,,,,
臺中市,大安區,439,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,彰   化,500,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,芬   園,502,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,花   壇,503,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,秀   水,504,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,鹿   港,505,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,福   興,506,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,線   西,507,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,和   美,508,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,伸   港,509,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,員   林,510,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,社   頭,511,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,永   靖,512,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,埔   心,513,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,溪   湖,514,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,大   村,515,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,埔   鹽,516,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,田   中,520,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,北   斗,521,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,田   尾,522,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,埤   頭,523,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,溪   州,524,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,竹   塘,525,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,二   林,526,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,大   城,527,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,芳   苑,528,N,,,,,,,,,,,,,,,,,,,,,,
彰化縣,二   水,530,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,南   投,540,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,中   寮,541,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,草   屯,542,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,國   姓,544,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,埔   里,545,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,仁   愛,546,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,名   間,551,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,集   集,552,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,水   里,553,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,魚   池,555,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,信   義,556,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,竹   山,557,N,,,,,,,,,,,,,,,,,,,,,,
南投縣,鹿   谷,558,N,,,,,,,,,,,,,,,,,,,,,,
嘉義市,嘉義市,600,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,番   路,602,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,梅   山,603,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,竹   崎,604,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,阿里山,605,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,中   埔,606,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,大   埔,607,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,水   上,608,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,鹿   草,611,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,太   保,612,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,朴   子,613,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,東   石,614,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,六   腳,615,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,新   港,616,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,民   雄,621,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,大   林,622,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,溪   口,623,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,義   竹,624,N,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,布   袋,625,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,斗   南,630,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,大   埤,631,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,虎   尾,632,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,土   庫,633,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,褒   忠,634,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,東   勢,635,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,臺   西,636,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,崙   背,637,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,麥   寮,638,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,斗   六,640,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,林   內,643,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,古   坑,646,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,莿   桐,647,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,西   螺,648,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,二   崙,649,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,北   港,651,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,水   林,652,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,口   湖,653,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,四   湖,654,N,,,,,,,,,,,,,,,,,,,,,,
雲林縣,元   長,655,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,中西 區,700,Y,,,,,,,,,,,,,,,,,,,,,,
臺南市,東   區,701,Y,,,,,,,,,,,,,,,,,,,,,,
臺南市,南   區,702,Y,,,,,,,,,,,,,,,,,,,,,,
臺南市,北   區,704,Y,,,,,,,,,,,,,,,,,,,,,,
臺南市,安平區,708,Y,,,,,,,,,,,,,,,,,,,,,,
臺南市,安南區,709,Y,,,,,,,,,,,,,,,,,,,,,,
臺南市,永康區,710,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,歸仁區,711,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,新化區,712,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,左鎮區,713,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,玉井區,714,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,楠西區,715,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,南化區,716,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,仁德區,717,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,關廟區,718,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,龍崎區,719,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,官田區,720,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,麻豆區,721,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,佳里區,722,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,西港區,723,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,七 股區,724,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,將軍區,725,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,學甲區,726,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,北門區,727,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,新營區,730,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,後壁區,731,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,白河區,732,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,東山區,733,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,六甲區,734,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,下營區,735,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,柳營區,736,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,鹽水區,737,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,善化區,741,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,大內區,742,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,山上區,743,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,新市區,744,N,,,,,,,,,,,,,,,,,,,,,,
臺南市,安定區,745,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,新興區,800,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,前金區,801,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,苓雅區,802,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,鹽埕區,803,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,鼓山區,804,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,旗津區,805,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,前鎮區,806,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,三民區,807,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,楠梓區,811,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,小港區,812,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,左營區,813,Y,,,,,,,,,,,,,,,,,,,,,,
高雄市,仁武區,814,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,大社區,815,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,岡山區,820,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,路竹區,821,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,阿蓮區,822,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,田寮區,823,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,燕巢區,824,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,橋頭區,825,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,梓官區,826,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,彌陀區,827,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,永安區,828,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,湖內區,829,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,鳳山區,830,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,大寮區,831,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,林園區,832,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,鳥松區,833,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,大樹區,840,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,旗山區,842,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,美濃區,843,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,六龜區,844,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,內門區,845,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,杉林區,846,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,甲仙區,847,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,桃源區,848,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,那瑪夏區,849,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,茂林區,851,N,,,,,,,,,,,,,,,,,,,,,,
高雄市,茄萣區,852,N,,,,,,,,,,,,,,,,,,,,,,
南海諸島,東    沙,817,N,,,,,,,,,,,,,,,,,,,,,,
南海諸島,南    沙,819,N,,,,,,,,,,,,,,,,,,,,,,
澎湖縣,馬   公,880,N,,,,,,,,,,,,,,,,,,,,,,
澎湖縣,西   嶼,881,N,,,,,,,,,,,,,,,,,,,,,,
澎湖縣,望   安,882,N,,,,,,,,,,,,,,,,,,,,,,
澎湖縣,七   美,883,N,,,,,,,,,,,,,,,,,,,,,,
澎湖縣,白   沙,884,N,,,,,,,,,,,,,,,,,,,,,,
澎湖縣,湖   西,885,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,屏   東,900,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,三地門,901,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,霧   臺,902,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,瑪   家,903,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,九   如,904,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,里   港,905,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,高   樹,906,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,鹽  埔,907,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,長   治,908,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,麟   洛,909,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,竹   田,911,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,內   埔,912,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,萬   丹,913,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,潮   州,920,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,泰   武,921,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,來   義,922,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,萬   巒,923,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,崁   頂,924,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,新   埤,925,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,南   州,926,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,林   邊,927,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,東   港,928,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,琉   球,929,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,佳   冬,931,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,新   園,932,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,枋   寮,940,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,枋   山,941,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,春   日,942,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,獅   子,943,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,車   城,944,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,牡   丹,945,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,恆   春,946,N,,,,,,,,,,,,,,,,,,,,,,
屏東縣,滿   州,947,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,臺   東,950,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,綠   島,951,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,蘭   嶼,952,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,延   平,953,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,卑   南,954,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,鹿   野,955,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,關   山,956,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,海   端,957,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,池   上,958,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,東   河,959,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,成   功,961,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,長   濱,962,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,太麻里,963,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,金   峰,964,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,大   武,965,N,,,,,,,,,,,,,,,,,,,,,,
臺東縣,達   仁,966,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,花   蓮,970,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,新   城,971,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,秀   林,972,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,吉   安,973,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,壽   豐,974,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,鳳   林,975,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,光   復,976,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,豐   濱,977,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,瑞   穗,978,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,萬   榮,979,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,玉   里,981,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,卓   溪,982,N,,,,,,,,,,,,,,,,,,,,,,
花蓮縣,富   里,983,N,,,,,,,,,,,,,,,,,,,,,,
金門縣,金   沙,890,N,,,,,,,,,,,,,,,,,,,,,,
金門縣,金   湖,891,N,,,,,,,,,,,,,,,,,,,,,,
金門縣,金   寧,892,N,,,,,,,,,,,,,,,,,,,,,,
金門縣,金   城,893,N,,,,,,,,,,,,,,,,,,,,,,
金門縣,烈   嶼,894,N,,,,,,,,,,,,,,,,,,,,,,
金門縣,烏   坵,896,N,,,,,,,,,,,,,,,,,,,,,,
連江縣,南   竿,209,N,,,,,,,,,,,,,,,,,,,,,,
連江縣,北   竿,210,N,,,,,,,,,,,,,,,,,,,,,,
連江縣,莒   光,211,N,,,,,,,,,,,,,,,,,,,,,,
連江縣,東   引,212,N,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
